filename,compound_name,area,compound_name_IS,area_IS,bmis_area,result_column
230810_Std_4uMStdsMix1InH2O_2,"Glycine betaine 0(15N), 1(13C)",29224.0,"Arsenobetaine, 13C2",6944015.0,0.004208516254645188,2716656.3766426384
230810_Std_4uMStdsMix1InH2O_3,"Glycine betaine 0(15N), 1(13C)",,"Arsenobetaine, 13C2",6058090.0,,
230810_Std_4uMStdsMix1InMatrix_1,"Glycine betaine 0(15N), 1(13C)",99035320.0,"Arsenobetaine, 13C2",448062304.0,0.2210302431511846,142678127.6714262
230810_Std_4uMStdsMix1InMatrix_2,"Glycine betaine 0(15N), 1(13C)",78656048.0,"Arsenobetaine, 13C2",365337984.0,0.21529666074907777,138977019.66774505
230810_Std_4uMStdsMix1InMatrix_3,"Glycine betaine 0(15N), 1(13C)",78322696.0,"Arsenobetaine, 13C2",331724640.0,0.23610756198273364,152410748.8300571
230810_Std_4uMStdsMix2InH2O_1,"Glycine betaine 0(15N), 1(13C)",96886256.0,"Arsenobetaine, 13C2",1306156.0,74.17663433770545,47882059728.056335
230810_Std_4uMStdsMix2InH2O_2,"Glycine betaine 0(15N), 1(13C)",98184792.0,"Arsenobetaine, 13C2",559955.0,175.344075863239,113187064746.29951
230810_Std_4uMStdsMix2InH2O_3,"Glycine betaine 0(15N), 1(13C)",90795664.0,"Arsenobetaine, 13C2",83238.0,1090.7958384391743,704124040590.3738
230810_Std_4uMStdsMix2InMatrix_1,"Glycine betaine 0(15N), 1(13C)",180304576.0,"Arsenobetaine, 13C2",475304320.0,0.3793455443451471,244872879.09574693
230810_Std_4uMStdsMix2InMatrix_2,"Glycine betaine 0(15N), 1(13C)",175565184.0,"Arsenobetaine, 13C2",398731968.0,0.4403087740384037,284225500.46298414
230810_Std_4uMStdsMix2InMatrix_3,"Glycine betaine 0(15N), 1(13C)",184049136.0,"Arsenobetaine, 13C2",391831840.0,0.4697146000182119,303207374.3170569
230810_Std_H2OinMatrix_1,"Glycine betaine 0(15N), 1(13C)",113857040.0,"Arsenobetaine, 13C2",517286688.0,0.22010433023167222,142080437.87178892
230810_Std_H2OinMatrix_2,"Glycine betaine 0(15N), 1(13C)",44532.0,"Arsenobetaine, 13C2",392321088.0,0.00011350906530928054,73271.696584002
230810_Std_H2OinMatrix_3,"Glycine betaine 0(15N), 1(13C)",89294280.0,"Arsenobetaine, 13C2",385087424.0,0.23188054045618484,149682147.0403813
230810_Blk_G5_NFEX_T24_NH4_Blk_A,"Glycine betaine 1(15N), 0(13C)",7214035.0,"Arsenobetaine, 13C2",591801344.0,0.012189960487822076,7868790.777203638
230810_Blk_G5_NFEX_T24_NH4_Blk_B,"Glycine betaine 1(15N), 0(13C)",474804.0,"Arsenobetaine, 13C2",688531712.0,0.0006895891528667891,445139.48765943374
230810_Blk_G5_NFEX_T24_NO3_Blk_A,"Glycine betaine 1(15N), 0(13C)",82372.0,"Arsenobetaine, 13C2",709285440.0,0.0001161337810628116,74965.98748304136
230810_Blk_G5_NFEX_T24_Urea_Blk_A,"Glycine betaine 1(15N), 0(13C)",76239.0,"Arsenobetaine, 13C2",634969408.0,0.00012006720172572471,77505.06578982616
230810_Poo_G5_NFEX_Full1,"Glycine betaine 1(15N), 0(13C)",146681376.0,"Arsenobetaine, 13C2",690919680.0,0.2122987378214498,137041818.29385602
230810_Poo_G5_NFEX_Full10,"Glycine betaine 1(15N), 0(13C)",141029344.0,"Arsenobetaine, 13C2",618674368.0,0.22795407615787955,147147559.1646954
230810_Poo_G5_NFEX_Full11,"Glycine betaine 1(15N), 0(13C)",139420928.0,"Arsenobetaine, 13C2",609712896.0,0.22866652307121285,147607453.65791258
230810_Poo_G5_NFEX_Full2,"Glycine betaine 1(15N), 0(13C)",179658800.0,"Arsenobetaine, 13C2",803899584.0,0.2234841310727684,144262146.8046252
230810_Poo_G5_NFEX_Full3,"Glycine betaine 1(15N), 0(13C)",136569088.0,"Arsenobetaine, 13C2",645509696.0,0.211567833676661,136570009.39838997
230810_Poo_G5_NFEX_Full4,"Glycine betaine 1(15N), 0(13C)",143695520.0,"Arsenobetaine, 13C2",652528576.0,0.2202133749924846,142150827.7970918
230810_Poo_G5_NFEX_Full5,"Glycine betaine 1(15N), 0(13C)",145116176.0,"Arsenobetaine, 13C2",663170176.0,0.21882192723938176,141252628.7210969
230810_Poo_G5_NFEX_Full6,"Glycine betaine 1(15N), 0(13C)",107475.0,"Arsenobetaine, 13C2",629394432.0,0.00017075937525929687,110227.57608638301
230810_Poo_G5_NFEX_Full7,"Glycine betaine 1(15N), 0(13C)",42485.0,"Arsenobetaine, 13C2",644034688.0,6.596694369356701e-05,42582.58906210725
